ApplicantID,Applicant Full Name,Application Status,Application Date,Application Year,Application Month,Days Since Application,Gender,Age At Application,Education Level,Years Of Experience,Current Job Department,Education Score,Experience Score,Candidate Score,Age Advantage Score,Candidate Ranking score,Candidate Ranking Category,Expected Salary Band,Is Selected Flag,Is Rejected Flag
2527,Monica Lozano,Offered,2023-07-02,2023,7,876,Male,30,Master's Degree,19,Not Mentioned,4,5,4.6,3,7.5,"Strong fit, top candidates",Mid Range,1,0
2528,Sarah Woods,Interviewing,2023-07-06,2023,7,872,Male,47,Master's Degree,2,Not Mentioned,4,2,2.8,1,4.4,Good candidates,Mid Range,0,0
2529,Benjamin Sharp,Pending Review,2023-07-20,2023,7,858,Female,56,High School,5,Not Mentioned,1,3,2.2,1,3.5,Weak candidates,Mid Range,0,0
2530,Tiffany Smith,Interviewing,2023-05-12,2023,5,927,Male,38,High School,7,Not Mentioned,1,3,2.2,2,3.7,Weak candidates,Mid Range,0,0
2531,James Holmes,Rejected,2023-07-15,2023,7,863,Male,19,PhD,11,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",Mid Range,0,1
2532,Tiffany Calderon,Offered,2023-07-31,2023,7,847,Female,42,Bachelor's Degree,3,Not Mentioned,3,2,2.4,2,4,Good candidates,High Range,1,0
2533,Joy Walton,Interviewing,2023-07-13,2023,7,865,Other,24,High School,11,sport and exercise,1,5,3.4,1,5.3,Good candidates,Mid Range,0,0
2534,Stephen Gardner,Rejected,2023-06-22,2023,6,886,Male,53,PhD,6,Not Mentioned,5,3,3.8,1,5.9,Good candidates,High Range,0,1
2535,Amanda Schmitt,Offered,2023-07-30,2023,7,848,Male,41,Master's Degree,11,audiological,4,5,4.6,2,7.875,"Strong fit, top candidates",High Range,1,0
2536,Abigail Welch,Interviewing,2023-05-14,2023,5,925,Male,60,Master's Degree,8,Not Mentioned,4,4,4,1,6.2,"Strong fit, top candidates",High Range,0,0
2537,Judith Lopez,Pending Review,2023-05-15,2023,5,924,Other,42,High School,9,Not Mentioned,1,4,2.8,2,4.6,Good candidates,Mid Range,0,0
2538,Juan Alvarez,In Review,2023-06-13,2023,6,895,Male,19,Master's Degree,12,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",Mid Range,0,0
2539,Donna Abbott,Pending Review,2023-06-26,2023,6,882,Female,49,High School,9,museum,1,4,2.8,1,4.4,Good candidates,Mid Range,0,0
2540,Lori Alvarez,Rejected,2023-07-27,2023,7,851,Male,18,Master's Degree,17,forensic,4,5,4.6,1,7.675,"Strong fit, top candidates",Mid Range,0,1
2541,Jason Williams,Interviewing,2023-07-14,2023,7,864,Male,23,Bachelor's Degree,1,Not Mentioned,3,1,1.8,1,2.9,Weak candidates,High Range,0,0
2542,John Byrd,Pending Review,2023-06-24,2023,6,884,Other,48,High School,8,Not Mentioned,1,4,2.8,1,4.4,Good candidates,Mid Range,0,0
2543,Edward Campbell,Interviewing,2023-07-25,2023,7,853,Female,59,PhD,10,Not Mentioned,5,4,4.4,1,6.8,"Strong fit, top candidates",Mid Range,0,0
2544,Nicole Roach,In Review,2023-06-08,2023,6,900,Male,48,Master's Degree,9,Not Mentioned,4,4,4,1,6.2,"Strong fit, top candidates",Mid Range,0,0
2545,Kevin Wiggins,In Review,2023-07-15,2023,7,863,Female,40,PhD,0,Not Mentioned,5,1,2.6,2,4.3,Good candidates,High Range,0,0
2546,Daniel Smith,Pending Review,2023-06-01,2023,6,907,Male,54,Master's Degree,20,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",High Range,0,0
2547,Theresa Harper,Rejected,2023-07-17,2023,7,861,Female,26,Bachelor's Degree,6,research (life sciences),3,3,3,3,5.4,Good candidates,High Range,0,1
2548,Lawrence Gibson,Interviewing,2023-07-30,2023,7,848,Male,57,PhD,9,Not Mentioned,5,4,4.4,1,6.8,"Strong fit, top candidates",High Range,0,0
2549,Christopher Ballard,Interviewing,2023-06-02,2023,6,906,Female,24,Bachelor's Degree,17,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,0,0
2550,Daniel Palmer,Interviewing,2023-07-24,2023,7,854,Female,59,Bachelor's Degree,4,Not Mentioned,3,2,2.4,1,3.8,Weak candidates,Mid Range,0,0
2551,Travis Osborne,In Review,2023-05-29,2023,5,910,Other,29,PhD,17,museum/gallery,5,5,5,3,8.1,"Strong fit, top candidates",High Range,0,0
2552,Frank Lewis,Interviewing,2023-06-16,2023,6,892,Female,53,Master's Degree,17,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",High Range,0,0
2553,John Yang,Interviewing,2023-06-04,2023,6,904,Female,23,High School,4,wellsite,1,2,1.6,1,2.52,Weak candidates,Mid Range,0,0
2554,William Nash,In Review,2023-05-16,2023,5,923,Other,47,High School,2,Not Mentioned,1,2,1.6,1,2.6,Weak candidates,High Range,0,0
2555,Danielle Snow,In Review,2023-05-20,2023,5,919,Other,60,Bachelor's Degree,6,Not Mentioned,3,3,3,1,4.7,Good candidates,High Range,0,0
2556,Emily Herring,Pending Review,2023-06-06,2023,6,902,Other,59,Bachelor's Degree,4,physiological,3,2,2.4,1,4.1,Good candidates,High Range,0,0
2557,Lee Hanson,Offered,2023-07-13,2023,7,865,Male,47,Bachelor's Degree,0,Not Mentioned,3,1,1.8,1,2.9,Weak candidates,High Range,1,0
2558,Brian Torres,Rejected,2023-07-21,2023,7,857,Male,43,High School,13,Not Mentioned,1,5,3.4,2,5.5,Good candidates,High Range,0,1
2559,Philip Johnson,Pending Review,2023-07-11,2023,7,867,Female,44,Bachelor's Degree,5,Not Mentioned,3,3,3,2,4.9,Good candidates,Mid Range,0,0
2560,Robert Mitchell,Offered,2023-05-13,2023,5,926,Other,41,Bachelor's Degree,6,Not Mentioned,3,3,3,2,4.9,Good candidates,High Range,1,0
2561,Tracey Aguirre,Pending Review,2023-05-27,2023,5,912,Male,19,Bachelor's Degree,4,Not Mentioned,3,2,2.4,1,3.8,Weak candidates,High Range,0,0
2562,Micheal Wright,Offered,2023-07-11,2023,7,867,Female,27,High School,7,secondary school,1,3,2.2,3,4.01,Good candidates,High Range,1,0
2563,Mike Chase,Pending Review,2023-07-01,2023,7,877,Male,36,High School,0,Not Mentioned,1,1,1,2,1.9,Weak candidates,High Range,0,0
2564,Jonathan Brooks,Pending Review,2023-05-29,2023,5,910,Male,36,Bachelor's Degree,3,Not Mentioned,3,2,2.4,2,4,Good candidates,High Range,0,0
2565,Candace Moore,Interviewing,2023-05-30,2023,5,909,Other,21,Bachelor's Degree,16,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
2566,Edward Tate,Offered,2023-05-15,2023,5,924,Male,27,Master's Degree,10,higher education,4,4,4,3,6.8,"Strong fit, top candidates",High Range,1,0
2567,Sarah Berry,Offered,2023-05-08,2023,5,931,Other,26,PhD,11,Not Mentioned,5,5,5,3,8.1,"Strong fit, top candidates",High Range,1,0
2568,Eric Graves,Interviewing,2023-07-08,2023,7,870,Other,59,PhD,15,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
2569,Emily Morris,Offered,2023-06-03,2023,6,905,Other,28,Master's Degree,20,Not Mentioned,4,5,4.6,3,7.5,"Strong fit, top candidates",High Range,1,0
2570,Donald Figueroa,Offered,2023-05-31,2023,5,908,Other,53,Bachelor's Degree,19,radio,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,1,0
2571,David Garcia,In Review,2023-06-20,2023,6,888,Female,35,Master's Degree,14,Not Mentioned,4,5,4.6,3,7.5,"Strong fit, top candidates",High Range,0,0
2572,Brandon Levy,Rejected,2023-08-01,2023,8,846,Male,43,Master's Degree,9,Not Mentioned,4,4,4,2,6.4,"Strong fit, top candidates",High Range,0,1
2573,Jennifer Howard,Offered,2023-05-26,2023,5,913,Male,23,Bachelor's Degree,17,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,1,0
2574,Mckenzie Ellis,In Review,2023-07-08,2023,7,870,Other,37,Master's Degree,16,Not Mentioned,4,5,4.6,2,7.3,"Strong fit, top candidates",Mid Range,0,0
2575,Annette Chang,Offered,2023-07-23,2023,7,855,Male,24,Master's Degree,12,broadcasting/film/video,4,5,4.6,1,7.215,"Strong fit, top candidates",High Range,1,0
2576,Robert Kim,Interviewing,2023-08-03,2023,8,844,Male,54,PhD,12,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
2577,George Blake,Interviewing,2023-07-06,2023,7,872,Male,52,PhD,17,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
2578,Christian Fletcher,Pending Review,2023-05-10,2023,5,929,Female,59,High School,16,Not Mentioned,1,5,3.4,1,5.3,Good candidates,Mid Range,0,0
2579,Kimberly Ramirez,Rejected,2023-07-14,2023,7,864,Female,44,Master's Degree,1,Not Mentioned,4,1,2.2,2,3.7,Weak candidates,High Range,0,1
2580,James Cardenas,Offered,2023-05-22,2023,5,917,Male,54,PhD,2,Not Mentioned,5,2,3.2,1,5,Good candidates,Mid Range,1,0
2581,Jamie Schmitt,Interviewing,2023-07-04,2023,7,874,Female,33,Master's Degree,1,fast food,4,1,2.2,3,3.79,Weak candidates,Mid Range,0,0
2582,Heidi Blanchard,Interviewing,2023-06-01,2023,6,907,Female,56,Bachelor's Degree,12,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
2583,Frances Rhodes,In Review,2023-06-29,2023,6,879,Female,56,PhD,14,Scotland,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
2584,Kristine Carlson,Rejected,2023-06-15,2023,6,893,Male,25,High School,19,Not Mentioned,1,5,3.4,3,5.7,Good candidates,High Range,0,1
2585,Thomas Cline,Offered,2023-06-19,2023,6,889,Male,55,PhD,2,Not Mentioned,5,2,3.2,1,5,Good candidates,Mid Range,1,0
2586,Jeffrey Martinez,Rejected,2023-06-12,2023,6,896,Male,39,High School,18,Not Mentioned,1,5,3.4,2,5.5,Good candidates,High Range,0,1
2587,Stephen Davis,Offered,2023-05-28,2023,5,911,Other,30,Bachelor's Degree,4,Not Mentioned,3,2,2.4,3,4.2,Good candidates,High Range,1,0
2588,Jasmine Gibson,Rejected,2023-06-04,2023,6,904,Other,24,Master's Degree,19,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",High Range,0,1
2589,Keith Nichols,In Review,2023-07-12,2023,7,866,Female,50,High School,0,wellsite,1,1,1,1,1.65,Weak candidates,High Range,0,0
2590,Vincent Oliver,Interviewing,2023-05-06,2023,5,933,Female,48,Bachelor's Degree,17,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
2591,Vicki Cook,In Review,2023-06-15,2023,6,893,Male,42,Bachelor's Degree,8,Not Mentioned,3,4,3.6,2,5.8,Good candidates,High Range,0,0
2592,Lisa Oliver,Interviewing,2023-07-26,2023,7,852,Other,25,Bachelor's Degree,10,Not Mentioned,3,4,3.6,3,6,"Strong fit, top candidates",High Range,0,0
2593,Grant Johnson,In Review,2023-05-15,2023,5,924,Other,45,Master's Degree,4,Not Mentioned,4,2,2.8,2,4.6,Good candidates,High Range,0,0
2594,Jack Montes,Interviewing,2023-06-08,2023,6,900,Other,58,PhD,20,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
2595,Timothy Larson,In Review,2023-07-04,2023,7,874,Male,52,High School,13,Not Mentioned,1,5,3.4,1,5.3,Good candidates,Mid Range,0,0
2596,Kenneth Kaiser,Offered,2023-05-19,2023,5,920,Female,27,High School,7,Not Mentioned,1,3,2.2,3,3.9,Weak candidates,High Range,1,0
2597,Patrick Brown,Rejected,2023-07-19,2023,7,859,Female,52,High School,13,Not Mentioned,1,5,3.4,1,5.3,Good candidates,Mid Range,0,1
2598,Rachael Bates,Interviewing,2023-06-30,2023,6,878,Female,44,High School,8,production,1,4,2.8,2,4.6,Good candidates,Mid Range,0,0
2599,Christine Horne,Rejected,2023-06-11,2023,6,897,Male,57,Bachelor's Degree,10,retail,3,4,3.6,1,5.42,Good candidates,Mid Range,0,1
2600,Amanda Thomas,Pending Review,2023-07-21,2023,7,857,Male,35,Master's Degree,19,engineering,4,5,4.6,3,7.96,"Strong fit, top candidates",High Range,0,0
2601,Theresa Boyle,In Review,2023-05-12,2023,5,927,Female,32,High School,11,jewellery,1,5,3.4,3,5.7,Good candidates,Mid Range,0,0
2602,Donna Tyler,Pending Review,2023-07-31,2023,7,847,Male,60,PhD,0,broadcasting/film/video,5,1,2.6,1,4.165,Good candidates,High Range,0,0
2603,Darrell Luna,Offered,2023-06-16,2023,6,892,Female,27,Bachelor's Degree,0,Not Mentioned,3,1,1.8,3,3.3,Weak candidates,Mid Range,1,0
2604,Cheryl Gutierrez,In Review,2023-07-13,2023,7,865,Other,28,Master's Degree,1,Not Mentioned,4,1,2.2,3,3.9,Weak candidates,Mid Range,0,0
2605,Mary Smith,Offered,2023-07-04,2023,7,874,Other,44,High School,20,Not Mentioned,1,5,3.4,2,5.5,Good candidates,Mid Range,1,0
2606,Danielle Bowers,Offered,2023-05-11,2023,5,928,Male,47,PhD,13,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",Mid Range,1,0
2607,Laura Kent,Interviewing,2023-06-11,2023,6,897,Male,18,Bachelor's Degree,13,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
2608,Virginia Ramirez,Pending Review,2023-07-22,2023,7,856,Male,45,High School,14,Not Mentioned,1,5,3.4,2,5.5,Good candidates,Mid Range,0,0
2609,Connor Hudson,In Review,2023-06-05,2023,6,903,Male,21,Master's Degree,16,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",Mid Range,0,0
2610,Kenneth Salas,Rejected,2023-05-09,2023,5,930,Other,45,Master's Degree,5,Not Mentioned,4,3,3.4,2,5.5,Good candidates,High Range,0,1
2611,Elizabeth Porter,Rejected,2023-08-02,2023,8,845,Other,39,Bachelor's Degree,4,higher education,3,2,2.4,2,4.12,Good candidates,High Range,0,1
2612,Donna Jones,Interviewing,2023-05-10,2023,5,929,Male,27,High School,12,Not Mentioned,1,5,3.4,3,5.7,Good candidates,Mid Range,0,0
2613,Harry Johnson,Rejected,2023-06-16,2023,6,892,Male,51,Bachelor's Degree,0,Not Mentioned,3,1,1.8,1,2.9,Weak candidates,High Range,0,1
2614,Janet Valdez,Pending Review,2023-07-24,2023,7,854,Male,53,Master's Degree,13,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",Mid Range,0,0
2615,Donna Harris,In Review,2023-07-14,2023,7,864,Female,36,High School,7,Not Mentioned,1,3,2.2,2,3.7,Weak candidates,Mid Range,0,0
2616,Carol Martin,Pending Review,2023-07-29,2023,7,849,Other,36,PhD,16,Not Mentioned,5,5,5,2,7.9,"Strong fit, top candidates",Mid Range,0,0
2617,Valerie Johnson,Interviewing,2023-07-02,2023,7,876,Female,33,Bachelor's Degree,18,Not Mentioned,3,5,4.2,3,6.9,"Strong fit, top candidates",High Range,0,0
2618,Crystal Stone,Interviewing,2023-05-19,2023,5,920,Female,45,PhD,13,Not Mentioned,5,5,5,2,7.9,"Strong fit, top candidates",High Range,0,0
2619,Justin Hardy,Offered,2023-07-10,2023,7,868,Other,22,Bachelor's Degree,17,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,1,0
2620,Angela Nash,Offered,2023-06-11,2023,6,897,Female,42,Bachelor's Degree,5,Not Mentioned,3,3,3,2,4.9,Good candidates,High Range,1,0
2621,Taylor Mcdonald,Interviewing,2023-07-19,2023,7,859,Male,28,PhD,4,Not Mentioned,5,2,3.2,3,5.4,Good candidates,Mid Range,0,0
2622,Jason Clark,Interviewing,2023-06-20,2023,6,888,Female,18,PhD,14,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
2623,Christina Goodman,Interviewing,2023-06-21,2023,6,887,Female,26,High School,8,government,1,4,2.8,3,5.01,Good candidates,Mid Range,0,0
2624,David Fletcher,Rejected,2023-07-11,2023,7,867,Other,56,Master's Degree,14,public,4,5,4.6,1,7.1,"Strong fit, top candidates",Mid Range,0,1
2625,William Turner,Rejected,2023-06-13,2023,6,895,Female,38,Master's Degree,18,early years/pre,4,5,4.6,2,7.53,"Strong fit, top candidates",High Range,0,1
2626,Tyler Andersen,Offered,2023-07-18,2023,7,860,Female,20,Master's Degree,13,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",Mid Range,1,0
2627,Benjamin Drake,Pending Review,2023-06-04,2023,6,904,Female,40,High School,14,Not Mentioned,1,5,3.4,2,5.5,Good candidates,High Range,0,0
2628,James Nolan,Rejected,2023-07-13,2023,7,865,Female,60,Bachelor's Degree,17,English as a foreign language,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,1
2629,Christopher Foster,Rejected,2023-07-10,2023,7,868,Other,30,PhD,2,Not Mentioned,5,2,3.2,3,5.4,Good candidates,Mid Range,0,1
2630,Juan Craig,Offered,2023-05-13,2023,5,926,Male,25,Master's Degree,8,rural practice,4,4,4,3,6.8,"Strong fit, top candidates",Mid Range,1,0
2631,Anna Woods,In Review,2023-07-07,2023,7,871,Male,44,PhD,6,Not Mentioned,5,3,3.8,2,6.1,"Strong fit, top candidates",High Range,0,0
2632,Leslie Reynolds,In Review,2023-05-10,2023,5,929,Female,52,Master's Degree,7,primary school,4,3,3.4,1,5.47,Good candidates,Mid Range,0,0
2633,Shelly Bean,Interviewing,2023-06-14,2023,6,894,Other,39,PhD,0,research (physical sciences),5,1,2.6,2,4.56,Good candidates,High Range,0,0
2634,Christina Weaver,Rejected,2023-05-12,2023,5,927,Female,26,Bachelor's Degree,12,community,3,5,4.2,3,6.69,"Strong fit, top candidates",High Range,0,1
2635,Hailey Alvarado,Offered,2023-05-19,2023,5,920,Other,22,High School,2,Not Mentioned,1,2,1.6,1,2.6,Weak candidates,High Range,1,0
2636,Melissa Santos,Interviewing,2023-07-20,2023,7,858,Female,37,High School,4,Not Mentioned,1,2,1.6,2,2.8,Weak candidates,High Range,0,0
2637,Michelle Burke,Pending Review,2023-06-21,2023,6,887,Female,19,Master's Degree,13,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",High Range,0,0
2638,Zachary Green,In Review,2023-06-02,2023,6,906,Other,27,Master's Degree,0,Not Mentioned,4,1,2.2,3,3.9,Weak candidates,Mid Range,0,0
2639,Michael Bullock,Pending Review,2023-06-23,2023,6,885,Male,46,PhD,7,Not Mentioned,5,3,3.8,1,5.9,Good candidates,High Range,0,0
2640,Jody Brown,Offered,2023-06-28,2023,6,880,Male,31,High School,15,Not Mentioned,1,5,3.4,3,5.7,Good candidates,Mid Range,1,0
2641,Brooke Peters,Rejected,2023-06-01,2023,6,907,Female,46,High School,1,Not Mentioned,1,1,1,1,1.7,Weak candidates,Mid Range,0,1
2642,Jamie Aguilar,Rejected,2023-07-17,2023,7,861,Female,19,Bachelor's Degree,9,chartered certified,3,4,3.6,1,6.14,"Strong fit, top candidates",Mid Range,0,1
2643,Vanessa Mcdaniel,In Review,2023-07-24,2023,7,854,Male,45,High School,13,Not Mentioned,1,5,3.4,2,5.5,Good candidates,Mid Range,0,0
2644,Shawn Stafford,Offered,2023-07-25,2023,7,853,Other,42,Bachelor's Degree,13,Not Mentioned,3,5,4.2,2,6.7,"Strong fit, top candidates",Mid Range,1,0
2645,Eric West,Pending Review,2023-07-18,2023,7,860,Other,42,Master's Degree,5,Not Mentioned,4,3,3.4,2,5.5,Good candidates,Mid Range,0,0
2646,Andrew James,Rejected,2023-05-26,2023,5,913,Other,46,Bachelor's Degree,19,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,0,1
2647,Michelle Herrera,Interviewing,2023-06-07,2023,6,901,Other,22,Master's Degree,7,children's,4,3,3.4,1,5.47,Good candidates,High Range,0,0
2648,Justin Moore,Pending Review,2023-05-22,2023,5,917,Other,59,High School,5,interior/spatial,1,3,2.2,1,3.555,Weak candidates,High Range,0,0
2649,George Kirby,Rejected,2023-06-30,2023,6,878,Other,31,Master's Degree,10,Not Mentioned,4,4,4,3,6.6,"Strong fit, top candidates",High Range,0,1
2650,John King,Rejected,2023-06-30,2023,6,878,Male,29,PhD,11,Not Mentioned,5,5,5,3,8.1,"Strong fit, top candidates",High Range,0,1
2651,Donald Schmidt,Rejected,2023-07-03,2023,7,875,Female,41,Bachelor's Degree,6,Not Mentioned,3,3,3,2,4.9,Good candidates,High Range,0,1
2652,Kelly Zhang,In Review,2023-07-25,2023,7,853,Other,49,PhD,2,Not Mentioned,5,2,3.2,1,5,Good candidates,High Range,0,0
2653,Samantha Lamb,In Review,2023-07-31,2023,7,847,Female,59,PhD,17,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
2654,Kristopher Smith,Pending Review,2023-07-27,2023,7,851,Male,41,High School,12,Not Mentioned,1,5,3.4,2,5.5,Good candidates,Mid Range,0,0
2655,Lindsay Hutchinson,Pending Review,2023-07-16,2023,7,862,Female,30,Bachelor's Degree,6,Not Mentioned,3,3,3,3,5.1,Good candidates,High Range,0,0
2656,Rachel Pierce,Interviewing,2023-06-06,2023,6,902,Other,60,PhD,7,furniture,5,3,3.8,1,5.9,Good candidates,Mid Range,0,0
2657,Amanda Moore,Rejected,2023-06-22,2023,6,886,Male,29,Master's Degree,1,Not Mentioned,4,1,2.2,3,3.9,Weak candidates,Mid Range,0,1
2658,Joel Brennan,Pending Review,2023-07-06,2023,7,872,Male,21,Bachelor's Degree,12,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
2659,Shannon Simmons,In Review,2023-05-16,2023,5,923,Male,57,Bachelor's Degree,10,Not Mentioned,3,4,3.6,1,5.6,Good candidates,High Range,0,0
2660,Shaun Chavez,In Review,2023-06-02,2023,6,906,Male,23,Master's Degree,5,multimedia,4,3,3.4,1,5.385,Good candidates,Mid Range,0,0
2661,Charles Freeman,In Review,2023-06-22,2023,6,886,Other,25,Bachelor's Degree,12,Not Mentioned,3,5,4.2,3,6.9,"Strong fit, top candidates",Mid Range,0,0
2662,Brian Martin,Offered,2023-05-29,2023,5,910,Female,56,Bachelor's Degree,16,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,1,0
2663,Kristin Morse,Offered,2023-06-02,2023,6,906,Female,20,PhD,3,clinical (histocompatibility and immunogenetics),5,2,3.2,1,5.4,Good candidates,High Range,1,0
2664,David Thompson,Rejected,2023-05-08,2023,5,931,Female,50,Master's Degree,15,furniture,4,5,4.6,1,7.1,"Strong fit, top candidates",High Range,0,1
2665,Jonathan Reynolds,Rejected,2023-07-23,2023,7,855,Other,59,Bachelor's Degree,14,community,3,5,4.2,1,6.29,"Strong fit, top candidates",High Range,0,1
2666,Amanda Heath,Rejected,2023-05-07,2023,5,932,Female,55,Master's Degree,5,museum/gallery,4,3,3.4,1,5.3,Good candidates,Mid Range,0,1
2667,Lisa Hudson,Rejected,2023-06-15,2023,6,893,Other,47,Bachelor's Degree,19,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,1
2668,Linda Parsons,Offered,2023-07-24,2023,7,854,Other,57,Master's Degree,0,Not Mentioned,4,1,2.2,1,3.5,Weak candidates,Mid Range,1,0
2669,Tracy Bean,Offered,2023-05-21,2023,5,918,Male,49,Bachelor's Degree,18,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,1,0
2670,Bryan Zamora,In Review,2023-07-07,2023,7,871,Female,59,Master's Degree,18,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",Mid Range,0,0
2671,Joseph Carr,Pending Review,2023-05-09,2023,5,930,Male,41,High School,7,Not Mentioned,1,3,2.2,2,3.7,Weak candidates,High Range,0,0
2672,Caroline Holland,Interviewing,2023-05-12,2023,5,927,Female,51,High School,20,Not Mentioned,1,5,3.4,1,5.3,Good candidates,High Range,0,0
2673,Philip Cohen,In Review,2023-07-25,2023,7,853,Other,48,High School,4,chartered,1,2,1.6,1,2.84,Weak candidates,High Range,0,0
2674,Tanya Garcia,Pending Review,2023-05-14,2023,5,925,Female,56,PhD,3,petroleum,5,2,3.2,1,5.32,Good candidates,Mid Range,0,0
2675,Katie Jefferson,Rejected,2023-07-21,2023,7,857,Other,41,PhD,20,Not Mentioned,5,5,5,2,7.9,"Strong fit, top candidates",Mid Range,0,1
2676,Anita Neal,Interviewing,2023-07-05,2023,7,873,Other,61,High School,16,Not Mentioned,1,5,3.4,1,5.3,Good candidates,Mid Range,0,0
2677,Thomas Clark,Offered,2023-05-22,2023,5,917,Male,21,Master's Degree,18,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",Mid Range,1,0
2678,Darlene Jones,Rejected,2023-05-24,2023,5,915,Male,39,Master's Degree,17,Not Mentioned,4,5,4.6,2,7.3,"Strong fit, top candidates",High Range,0,1
2679,Christine Ray,Offered,2023-05-18,2023,5,921,Other,29,Master's Degree,0,Not Mentioned,4,1,2.2,3,3.9,Weak candidates,Mid Range,1,0
2680,Terrance Holloway,Pending Review,2023-07-10,2023,7,868,Female,40,Bachelor's Degree,6,Not Mentioned,3,3,3,2,4.9,Good candidates,Mid Range,0,0
2681,Kristen Rose,Pending Review,2023-05-11,2023,5,928,Other,44,High School,17,Not Mentioned,1,5,3.4,2,5.5,Good candidates,High Range,0,0
2682,Kenneth Morgan,Interviewing,2023-07-31,2023,7,847,Male,40,PhD,18,medical,5,5,5,2,7.9,"Strong fit, top candidates",High Range,0,0
2683,Jose Ramirez,Pending Review,2023-05-15,2023,5,924,Other,25,PhD,9,Not Mentioned,5,4,4.4,3,7.2,"Strong fit, top candidates",Mid Range,0,0
2684,Nathan Mullins,Interviewing,2023-07-02,2023,7,876,Male,58,High School,10,blown glass/stained glass,1,4,2.8,1,4.47,Good candidates,High Range,0,0
2685,Michelle Luna,Offered,2023-05-27,2023,5,912,Other,44,Master's Degree,10,Not Mentioned,4,4,4,2,6.4,"Strong fit, top candidates",Mid Range,1,0
2686,Ashley Castaneda,Interviewing,2023-06-20,2023,6,888,Female,35,High School,10,chartered certified,1,4,2.8,3,5.22,Good candidates,Mid Range,0,0
2687,William Hines,Pending Review,2023-07-18,2023,7,860,Male,45,Master's Degree,2,Not Mentioned,4,2,2.8,2,4.6,Good candidates,High Range,0,0
2688,Cristina Jordan,Pending Review,2023-07-11,2023,7,867,Male,18,Master's Degree,9,chartered public finance,4,4,4,1,6.8,"Strong fit, top candidates",Mid Range,0,0
2689,Steven Palmer,Interviewing,2023-05-15,2023,5,924,Female,57,PhD,13,medical,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
2690,Jason Zimmerman,Offered,2023-06-21,2023,6,887,Other,28,PhD,3,Not Mentioned,5,2,3.2,3,5.4,Good candidates,Mid Range,1,0
2691,Laura Brown,Interviewing,2023-06-14,2023,6,894,Other,59,High School,13,maintenance,1,5,3.4,1,5.3,Good candidates,High Range,0,0
2692,Laurie Foster,Pending Review,2023-06-28,2023,6,880,Female,56,High School,11,Not Mentioned,1,5,3.4,1,5.3,Good candidates,High Range,0,0
2693,Nicole King,Rejected,2023-06-17,2023,6,891,Male,58,Master's Degree,18,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",High Range,0,1
2694,Lori Nichols,Rejected,2023-07-29,2023,7,849,Other,22,High School,15,Not Mentioned,1,5,3.4,1,5.3,Good candidates,Mid Range,0,1
2695,Peggy Watkins,Interviewing,2023-07-10,2023,7,868,Female,27,High School,7,Not Mentioned,1,3,2.2,3,3.9,Weak candidates,Mid Range,0,0
