Employee ID,Employee Name,Survey Date,Survey Year,Survey Month,Engagement Score,Rolling 3Month Engagement Avg,Previous Engagement Score,Engagement Improvement Score,Engagement Improving Level,Low Engagement Flag,Satisfaction Score,Previous_Satisfaction_Score,Satisfaction Improvement Score,Satisfaction Improvement Level,Work-Life Balance Score,Previous WLB Score,WLB Improvement Score,WLB Improvement Level,Composite Engagement Risk Score,Engagement Risk Level,Risk Employee Flag,Days Since Survey
2523,Maximilian Williamson,2023-02-17,2023,2,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,3,NULL,NULL,Stable,1.4,Employee At-Risk,1,1011
2524,Serena Barajas,2023-07-10,2023,7,3,3,NULL,NULL,Stable,0,3,NULL,NULL,Stable,4,NULL,NULL,Stable,3.2,Needs monitoring,0,868
2525,Larry Novak,2023-07-23,2023,7,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,1,NULL,NULL,Stable,2.7,Employee At-Risk,1,855
2526,Kadyn Marsh,2022-10-22,2022,10,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,1,NULL,NULL,Stable,1,Employee At-Risk,1,1129
2527,Nylah Hood,2022-10-28,2022,10,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,3.7,Needs monitoring,0,1123
2528,Rigoberto Allen,2023-07-10,2023,7,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.6,Employee At-Risk,1,868
2529,Gabriella Clements,2022-12-08,2022,12,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,1,NULL,NULL,Stable,3.7,Needs monitoring,0,1082
2530,Hana Lucero,2023-07-18,2023,7,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,1,NULL,NULL,Stable,2.5,Employee At-Risk,1,860
2531,Luciana Gill,2022-08-28,2022,8,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,4,NULL,NULL,Stable,3.3,Needs monitoring,0,1184
2532,Demetrius Cooley,2023-03-26,2023,3,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,4,NULL,NULL,Stable,1.6,Employee At-Risk,1,974
2533,Chandler Reynolds,2022-08-20,2022,8,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,3,NULL,NULL,Stable,1.4,Employee At-Risk,1,1192
2534,Iyana Benjamin,2022-10-15,2022,10,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,5,NULL,NULL,Stable,2.6,Employee At-Risk,1,1136
2535,Antoine Haney,2022-08-06,2022,8,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,2,NULL,NULL,Stable,2.9,Employee At-Risk,1,1206
2536,Alfred Rivas,2022-12-16,2022,12,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,2,NULL,NULL,Stable,1.7,Employee At-Risk,1,1074
2537,Darien Sawyer,2023-07-26,2023,7,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,4,NULL,NULL,Stable,4.3,Employee is engaged,0,852
2538,Isaias Pineda,2022-10-02,2022,10,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,4.7,Employee is engaged,0,1149
2539,Casey Bradford,2022-12-08,2022,12,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,3,NULL,NULL,Stable,3.2,Needs monitoring,0,1082
2540,London Bautista,2023-04-16,2023,4,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,4,NULL,NULL,Stable,3.5,Needs monitoring,0,953
2541,Kayleigh Davenport,2023-07-22,2023,7,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,3.3,Needs monitoring,0,856
2542,Koen Flores,2022-09-21,2022,9,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,3,NULL,NULL,Stable,1.9,Employee At-Risk,1,1160
2543,Ernest Finley,2023-07-06,2023,7,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,3.3,Needs monitoring,0,872
2544,Wade Hernandez,2023-07-07,2023,7,2,2,NULL,NULL,Stable,1,3,NULL,NULL,Stable,2,NULL,NULL,Stable,2.3,Employee At-Risk,1,871
2545,Odin Key,2023-02-12,2023,2,3,3,NULL,NULL,Stable,0,2,NULL,NULL,Stable,3,NULL,NULL,Stable,2.7,Employee At-Risk,1,1016
2546,Deven Huff,2022-11-06,2022,11,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,4.2,Employee is engaged,0,1114
2547,Kenna Simon,2023-05-26,2023,5,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,1,NULL,NULL,Stable,2.7,Employee At-Risk,1,913
2548,Luz Garza,2022-08-07,2022,8,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,3,NULL,NULL,Stable,3.1,Needs monitoring,0,1205
2549,Tristan Reed,2023-01-18,2023,1,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,5,NULL,NULL,Stable,3.9,Needs monitoring,0,1041
2550,Beckett Beck,2023-01-01,2023,1,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,1,NULL,NULL,Stable,2,Employee At-Risk,1,1058
2551,Coby Giles,2022-09-03,2022,9,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,2,NULL,NULL,Stable,3,Needs monitoring,0,1178
2552,Jalen Jennings,2022-10-19,2022,10,3,3,NULL,NULL,Stable,0,2,NULL,NULL,Stable,3,NULL,NULL,Stable,2.7,Employee At-Risk,1,1132
2553,Ralph Barrera,2022-10-16,2022,10,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,2,NULL,NULL,Stable,2,Employee At-Risk,1,1135
2554,Shania Caldwell,2022-12-29,2022,12,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,4,NULL,NULL,Stable,3.6,Needs monitoring,0,1061
2555,Colby Horne,2023-05-14,2023,5,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,4,NULL,NULL,Stable,3.6,Needs monitoring,0,925
2556,Kaiden Cunningham,2023-02-01,2023,2,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,3,NULL,NULL,Stable,2.9,Employee At-Risk,1,1027
2557,Davion Vasquez,2022-09-04,2022,9,1,1,NULL,NULL,Stable,1,3,NULL,NULL,Stable,1,NULL,NULL,Stable,1.6,Employee At-Risk,1,1177
2558,Maeve Gordon,2022-12-15,2022,12,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,5,NULL,NULL,Stable,3.2,Needs monitoring,0,1075
2559,Monserrat Ferguson,2023-07-10,2023,7,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,3.6,Needs monitoring,0,868
2560,Nathan Schmitt,2022-10-19,2022,10,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,5,NULL,NULL,Stable,3.8,Needs monitoring,0,1132
2561,Ashly Mullen,2023-04-15,2023,4,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,4,NULL,NULL,Stable,3.8,Needs monitoring,0,954
2562,Angelique Cochran,2023-04-17,2023,4,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,3,NULL,NULL,Stable,2.3,Employee At-Risk,1,952
2563,Kenny Rojas,2022-09-24,2022,9,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,4,NULL,NULL,Stable,2.4,Employee At-Risk,1,1157
2564,Deandre Oneal,2022-12-11,2022,12,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,4,NULL,NULL,Stable,2.5,Employee At-Risk,1,1079
2565,Adison Huerta,2022-08-17,2022,8,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,4,NULL,NULL,Stable,3.3,Needs monitoring,0,1195
2566,Elisabeth Bradley,2023-05-19,2023,5,3,3,NULL,NULL,Stable,0,2,NULL,NULL,Stable,2,NULL,NULL,Stable,2.5,Employee At-Risk,1,920
2567,Sylvia Price,2022-08-17,2022,8,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,5,NULL,NULL,Stable,3.9,Needs monitoring,0,1195
2568,Eden Choi,2023-06-22,2023,6,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,2,NULL,NULL,Stable,3.4,Needs monitoring,0,886
2569,Emerson Grimes,2023-05-28,2023,5,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,3.3,Needs monitoring,0,911
2570,Ayden Wu,2023-04-15,2023,4,3,3,NULL,NULL,Stable,0,3,NULL,NULL,Stable,1,NULL,NULL,Stable,2.6,Employee At-Risk,1,954
2571,Hayley Keller,2023-06-19,2023,6,3,3,NULL,NULL,Stable,0,3,NULL,NULL,Stable,5,NULL,NULL,Stable,3.4,Needs monitoring,0,889
2572,Alannah Rivas,2022-10-19,2022,10,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,2,NULL,NULL,Stable,1.2,Employee At-Risk,1,1132
2573,Jessica Bunbury,2023-04-24,2023,4,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,3,NULL,NULL,Stable,2.3,Employee At-Risk,1,945
2574,Giovanni Leruth,2023-03-20,2023,3,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,4,NULL,NULL,Stable,2.6,Employee At-Risk,1,980
2575,Ricardo Gonzales,2023-05-26,2023,5,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,4,NULL,NULL,Stable,3.7,Needs monitoring,0,913
2576,Caitrin Strong,2022-11-19,2022,11,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,1,NULL,NULL,Stable,2.4,Employee At-Risk,1,1101
2577,Jenna Dietrich,2022-09-18,2022,9,5,5,NULL,NULL,Stable,0,2,NULL,NULL,Stable,4,NULL,NULL,Stable,3.9,Needs monitoring,0,1163
2578,Michelle Carter,2023-06-17,2023,6,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,4.1,Employee is engaged,0,891
2579,Jackie Valentin,2023-08-05,2023,8,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,4,NULL,NULL,Stable,3.5,Needs monitoring,0,842
2580,Alfred Digitale,2022-10-28,2022,10,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,4,NULL,NULL,Stable,1.9,Employee At-Risk,1,1123
2581,Howard Mullaney,2023-02-20,2023,2,2,2,NULL,NULL,Stable,1,3,NULL,NULL,Stable,4,NULL,NULL,Stable,2.7,Employee At-Risk,1,1008
2582,Whitney Gill,2022-09-20,2022,9,3,3,NULL,NULL,Stable,0,2,NULL,NULL,Stable,5,NULL,NULL,Stable,3.1,Needs monitoring,0,1161
2583,Gerry Friedman,2023-05-20,2023,5,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,4.6,Employee is engaged,0,919
2584,Noah Villanueva,2023-07-20,2023,7,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,4.2,Employee is engaged,0,858
2585,Mike Guilianno,2023-05-03,2023,5,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,4,NULL,NULL,Stable,3.6,Needs monitoring,0,936
2586,Travis Ozark,2022-11-04,2022,11,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.6,Employee At-Risk,1,1116
2587,Rylee Frye,2022-11-24,2022,11,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,4,NULL,NULL,Stable,4,Employee is engaged,0,1096
2588,Callum Ford,2022-12-12,2022,12,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,5,NULL,NULL,Stable,3.8,Needs monitoring,0,1078
2589,Jabari Frank,2022-11-25,2022,11,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,1,NULL,NULL,Stable,2.7,Employee At-Risk,1,1095
2590,Stephanie Wilkinson,2022-08-28,2022,8,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,4,NULL,NULL,Stable,1.6,Employee At-Risk,1,1184
2591,Cruz Arellano,2023-07-28,2023,7,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,5,NULL,NULL,Stable,4.5,Employee is engaged,0,850
2592,Rubi Shields,2023-06-27,2023,6,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,3.2,Needs monitoring,0,881
2593,Sage Booker,2023-04-04,2023,4,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.2,Employee At-Risk,1,965
2594,Aileen Wright,2022-12-04,2022,12,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,3,NULL,NULL,Stable,2.6,Employee At-Risk,1,1086
2595,Karly Ho,2022-12-18,2022,12,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,4,NULL,NULL,Stable,3.8,Needs monitoring,0,1072
2596,Thaddeus Lutz,2023-06-06,2023,6,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.7,Employee At-Risk,1,902
2597,Layla Kane,2023-05-08,2023,5,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,4,NULL,NULL,Stable,4.3,Employee is engaged,0,931
2598,Yesenia Payne,2023-05-21,2023,5,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,2,NULL,NULL,Stable,3.8,Needs monitoring,0,918
2599,Jase Waters,2023-03-31,2023,3,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.1,Employee At-Risk,1,969
2600,Thomas Sloan,2022-09-28,2022,9,5,5,NULL,NULL,Stable,0,2,NULL,NULL,Stable,4,NULL,NULL,Stable,3.9,Needs monitoring,0,1153
2601,Anya Baldwin,2022-10-06,2022,10,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,5,NULL,NULL,Stable,4,Employee is engaged,0,1145
2602,Jacquelyn Austin,2023-02-10,2023,2,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,2,NULL,NULL,Stable,4.4,Employee is engaged,0,1018
2603,Kaitlynn Aguirre,2022-12-04,2022,12,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,4,NULL,NULL,Stable,3.1,Needs monitoring,0,1086
2604,Saniyah Cantu,2023-01-23,2023,1,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,2,NULL,NULL,Stable,1.2,Employee At-Risk,1,1036
2605,Jakayla Dickson,2023-02-25,2023,2,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,3.3,Needs monitoring,0,1003
2606,Aspen Freeman,2022-12-23,2022,12,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,1,NULL,NULL,Stable,2.2,Employee At-Risk,1,1067
2607,Lamont Summers,2023-02-26,2023,2,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.2,Employee At-Risk,1,1002
2608,Lewis Hobbs,2022-08-07,2022,8,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,5,NULL,NULL,Stable,2.7,Employee At-Risk,1,1205
2609,Harrison Camacho,2023-04-29,2023,4,3,3,NULL,NULL,Stable,0,3,NULL,NULL,Stable,4,NULL,NULL,Stable,3.2,Needs monitoring,0,940
2610,Ronald Marquez,2022-11-04,2022,11,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,3.2,Needs monitoring,0,1116
2611,Arabella Hunter,2023-06-25,2023,6,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,1,NULL,NULL,Stable,3.6,Needs monitoring,0,883
2612,Amiya Richardson,2023-03-26,2023,3,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,5,NULL,NULL,Stable,2.6,Employee At-Risk,1,974
2613,Raquel Sosa,2023-03-04,2023,3,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,2,NULL,NULL,Stable,1.7,Employee At-Risk,1,996
2614,Andy Stewart,2022-11-19,2022,11,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,1,NULL,NULL,Stable,3,Needs monitoring,0,1101
2615,Patrick Padilla,2022-12-05,2022,12,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,3,NULL,NULL,Stable,3.4,Needs monitoring,0,1085
2616,Destiney Navarro,2022-09-12,2022,9,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,3,NULL,NULL,Stable,2.4,Employee At-Risk,1,1169
2617,Yadira Barron,2022-12-23,2022,12,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,2,NULL,NULL,Stable,3.6,Needs monitoring,0,1067
2618,Anika Bender,2023-08-01,2023,8,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,3,NULL,NULL,Stable,4,Employee is engaged,0,846
2619,Carlo Giles,2023-03-21,2023,3,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,1,NULL,NULL,Stable,1.3,Employee At-Risk,1,979
2620,Kaylin Dillon,2023-02-04,2023,2,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,4,NULL,NULL,Stable,3.7,Needs monitoring,0,1024
2621,Laura Bullock,2023-01-02,2023,1,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,4,NULL,NULL,Stable,3.8,Needs monitoring,0,1057
2622,Mary Moore,2022-10-06,2022,10,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,1,NULL,NULL,Stable,3.2,Needs monitoring,0,1145
2623,Harper Clark,2022-11-10,2022,11,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,3,NULL,NULL,Stable,3.1,Needs monitoring,0,1110
2624,Charles Howard,2023-01-24,2023,1,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,3,NULL,NULL,Stable,2.3,Employee At-Risk,1,1035
2625,Jaron Rojas,2022-10-11,2022,10,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,4.6,Employee is engaged,0,1140
2626,Jordyn Mcguire,2022-10-23,2022,10,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.1,Employee At-Risk,1,1128
2627,Valentino Myers,2022-08-15,2022,8,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,3,NULL,NULL,Stable,4,Employee is engaged,0,1197
2628,Charles Coleman,2022-12-06,2022,12,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,2,NULL,NULL,Stable,4.1,Employee is engaged,0,1084
2629,Kamden Cummings,2022-10-24,2022,10,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,4,NULL,NULL,Stable,2.8,Employee At-Risk,1,1127
2630,Kiley Wagner,2022-09-04,2022,9,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,4,NULL,NULL,Stable,2.8,Employee At-Risk,1,1177
2631,Darien Young,2023-01-08,2023,1,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,4,NULL,NULL,Stable,3.6,Needs monitoring,0,1051
2632,Madeline Suarez,2023-07-07,2023,7,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.1,Employee At-Risk,1,871
2633,Zain Nolan,2023-07-01,2023,7,5,5,NULL,NULL,Stable,0,2,NULL,NULL,Stable,3,NULL,NULL,Stable,3.7,Needs monitoring,0,877
2634,Hezekiah Mcgee,2022-12-12,2022,12,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,3.6,Needs monitoring,0,1078
2635,Maxim Phillips,2023-06-21,2023,6,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,3,NULL,NULL,Stable,2.4,Employee At-Risk,1,887
2636,Gwendolyn Hogan,2022-12-20,2022,12,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,3,NULL,NULL,Stable,4,Employee is engaged,0,1070
2637,Kaia Hernandez,2023-06-27,2023,6,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,2,NULL,NULL,Stable,2,Employee At-Risk,1,881
2638,Mathias Tran,2023-04-28,2023,4,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,2,NULL,NULL,Stable,1.5,Employee At-Risk,1,941
2639,Simeon Roy,2023-01-31,2023,1,1,1,NULL,NULL,Stable,1,3,NULL,NULL,Stable,3,NULL,NULL,Stable,2,Employee At-Risk,1,1028
2640,Magdalena Whitehead,2023-07-17,2023,7,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,2,NULL,NULL,Stable,2.4,Employee At-Risk,1,861
2641,Gwendolyn Mccall,2022-11-25,2022,11,2,2,NULL,NULL,Stable,1,3,NULL,NULL,Stable,5,NULL,NULL,Stable,2.9,Employee At-Risk,1,1095
2642,Demarion Harrington,2022-12-09,2022,12,2,2,NULL,NULL,Stable,1,3,NULL,NULL,Stable,1,NULL,NULL,Stable,2.1,Employee At-Risk,1,1081
2643,Katelyn Brown,2023-05-01,2023,5,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,5,NULL,NULL,Stable,3.9,Needs monitoring,0,938
2644,Miranda Keith,2022-11-22,2022,11,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.7,Employee At-Risk,1,1098
2645,Breanna Kerr,2022-10-25,2022,10,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,5,NULL,NULL,Stable,3.9,Needs monitoring,0,1126
2646,Saniya Ho,2022-12-14,2022,12,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,2,NULL,NULL,Stable,3,Needs monitoring,0,1076
2647,Rylan Key,2022-08-23,2022,8,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,4.6,Employee is engaged,0,1189
2648,Nathaly Stevens,2023-04-22,2023,4,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,1,NULL,NULL,Stable,2.8,Employee At-Risk,1,947
2649,Maximus Delgado,2022-12-26,2022,12,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,3.4,Needs monitoring,0,1064
2650,Karley Long,2023-03-24,2023,3,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,1,NULL,NULL,Stable,1,Employee At-Risk,1,976
2651,Demarcus Frazier,2023-05-31,2023,5,1,1,NULL,NULL,Stable,1,3,NULL,NULL,Stable,2,NULL,NULL,Stable,1.8,Employee At-Risk,1,908
2652,Fernando Richard,2022-11-11,2022,11,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.1,Employee At-Risk,1,1109
2653,Keon Gonzalez,2023-02-23,2023,2,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,4.1,Employee is engaged,0,1005
2654,Lauryn Anthony,2023-03-07,2023,3,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,3,NULL,NULL,Stable,2.9,Employee At-Risk,1,993
2655,Amanda Allison,2022-08-29,2022,8,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,5,NULL,NULL,Stable,3.5,Needs monitoring,0,1183
2656,Urijah Houston,2023-03-15,2023,3,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,4.3,Employee is engaged,0,985
2657,Trace Brandt,2023-03-04,2023,3,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,3,NULL,NULL,Stable,3.5,Needs monitoring,0,996
2658,Yuliana Levine,2022-10-22,2022,10,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,1,NULL,NULL,Stable,2,Employee At-Risk,1,1129
2659,Bailey Hays,2023-05-22,2023,5,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,2,NULL,NULL,Stable,3.8,Needs monitoring,0,917
2660,Sanaa Valenzuela,2022-08-23,2022,8,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,1,NULL,NULL,Stable,3,Needs monitoring,0,1189
2661,Avah Hayes,2023-02-25,2023,2,3,3,NULL,NULL,Stable,0,3,NULL,NULL,Stable,2,NULL,NULL,Stable,2.8,Employee At-Risk,1,1003
2662,Cody Bates,2023-07-08,2023,7,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,1,NULL,NULL,Stable,2.5,Employee At-Risk,1,870
2663,Eli Grant,2022-08-07,2022,8,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,2.9,Employee At-Risk,1,1205
2664,Felipe Rollins,2023-06-13,2023,6,5,5,NULL,NULL,Stable,0,2,NULL,NULL,Stable,2,NULL,NULL,Stable,3.5,Needs monitoring,0,895
2665,Abdiel Good,2022-10-05,2022,10,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,5,NULL,NULL,Stable,3,Needs monitoring,0,1146
2666,Kaylyn Frye,2023-05-24,2023,5,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,4.6,Employee is engaged,0,915
2667,Marisol Alvarez,2022-12-28,2022,12,3,3,NULL,NULL,Stable,0,2,NULL,NULL,Stable,3,NULL,NULL,Stable,2.7,Employee At-Risk,1,1062
2668,Lane Willis,2023-04-28,2023,4,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,3.4,Needs monitoring,0,941
2669,Jade Becker,2023-04-27,2023,4,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,1,NULL,NULL,Stable,2.8,Employee At-Risk,1,942
2670,Vincent Logan,2023-06-26,2023,6,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,1,NULL,NULL,Stable,2.8,Employee At-Risk,1,882
2671,Nasir Glass,2023-02-12,2023,2,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,5,NULL,NULL,Stable,2.1,Employee At-Risk,1,1016
2672,Quincy Shannon,2023-06-04,2023,6,5,5,NULL,NULL,Stable,0,2,NULL,NULL,Stable,2,NULL,NULL,Stable,3.5,Needs monitoring,0,904
2673,Alena Walter,2022-10-13,2022,10,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,1,NULL,NULL,Stable,3,Needs monitoring,0,1138
2674,Clay Compton,2022-11-06,2022,11,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,4,NULL,NULL,Stable,1.6,Employee At-Risk,1,1114
2675,Kayden Fernandez,2023-01-30,2023,1,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,4,NULL,NULL,Stable,3,Needs monitoring,0,1029
2676,Bryson Giles,2022-10-16,2022,10,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,4,NULL,NULL,Stable,3.7,Needs monitoring,0,1135
2677,Demarcus Small,2022-11-29,2022,11,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,5,NULL,NULL,Stable,2.3,Employee At-Risk,1,1091
2678,Presley Dodson,2023-07-18,2023,7,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,3,NULL,NULL,Stable,4,Employee is engaged,0,860
2679,Christine Giles,2023-02-02,2023,2,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,3.4,Needs monitoring,0,1026
2680,Jasmine Rogers,2022-08-31,2022,8,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,4,NULL,NULL,Stable,2.5,Employee At-Risk,1,1181
2681,Jaime Greer,2023-07-22,2023,7,3,3,NULL,NULL,Stable,0,3,NULL,NULL,Stable,3,NULL,NULL,Stable,3,Needs monitoring,0,856
